"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"Pop_AgeGroups","0937000","Hartford","8202","41588","42170","19560","12870","5659","6771","5279","4833","3757","3856","8202","8815","8155","10959","13659","10689","9487","7509","6886","7599","7349","6688","5523","4176","3316","5378"
"Pop_AgeGroups","0908000","Bridgeport","10004","42647","53167","26011","15757","5131","5902","6218","5949","5423","4743","10004","10269","9132","10769","12477","12295","11651","10532","9672","9017","9226","8918","7867","5001","3600","7156"
"Pop_AgeGroups","0980000","Waterbury","7619","31335","36452","19767","14077","3358","3837","4540","4077","3615","3402","7619","8072","7583","8015","7665","8625","7380","6768","6978","6701","7224","6475","6068","4191","3122","6764"
"Pop_AgeGroups","0918430","Danbury","5408","21494","30761","15562","11348","2898","3002","2468","3132","2988","2918","5408","4983","4690","5835","5986","5560","6601","6254","6455","5891","5987","5097","4478","3354","2941","5053"
"Pop_AgeGroups","0973000","Stamford","7502","30434","49331","23779","17805","3547","4190","5745","4924","4431","4543","7502","7444","6987","6973","9030","11790","10215","9404","8782","9140","8017","8495","7267","6128","3648","8029"
"Pop_AgeGroups","0955990","Norwalk","5162","21148","30793","18877","12557","2591","2462","2855","3370","2835","3256","5162","4879","5357","5158","5754","6149","6898","5793","5825","6128","7672","6665","4540","4268","2847","5442"
"Pop_AgeGroups","0950370","New Britain","4471","20593","25214","13184","9607","2485","2773","3263","2990","2458","2308","4471","4735","4874","5325","5659","6414","5677","4649","4388","4086","4506","4592","4086","2859","2253","4495"
"Pop_AgeGroups","0952000","New Haven","8111","41726","48828","18536","13683","5597","7206","7391","6199","4651","3813","8111","8439","7844","10903","14540","13905","11953","8350","7280","7340","7138","5973","5425","4872","3126","5685"
"Pop_AgeGroups","1077580","Wilmington","4799","18174","25994","12903","9406","1740","2607","3315","2782","2754","2162","4799","4331","4962","3876","5005","6397","5602","5152","4251","4592","4497","4780","3626","3231","2328","3847"
"Pop_AgeGroups","1270600","Tallahassee","9338","78417","57609","25028","18071","10197","22549","9142","6554","5372","4489","9338","8941","8673","18397","42406","18116","12980","10091","8689","7733","8320","8850","7858","6477","4188","7406"
"Pop_AgeGroups","1235000","Jacksonville","59707","223740","306662","166645","110559","25409","30744","37802","33546","28389","28247","59707","56307","53140","51496","62797","74413","65933","55966","54462","55888","59494","57456","49695","39242","27786","43531"
"Pop_AgeGroups","1225175","Gainesville","4880","56318","38458","17150","12588","8360","17136","6527","4230","2790","2643","4880","4532","4123","15635","32028","13412","8827","5773","5526","4920","5518","6211","5421","4227","2956","5405"
"Pop_AgeGroups","1254200","Palm Coast","3545","18188","21548","16809","22266","2346","1907","1852","2148","2002","2537","3545","4509","4904","4653","4122","3780","3967","3858","5134","4809","4910","5883","6016","7242","6166","8858"
"Pop_AgeGroups","1217200","Deltona","5228","23170","28199","17693","13715","2629","2698","2646","2714","2933","3069","5228","6084","5803","5988","5295","5703","4895","5552","5805","6244","6417","6348","4928","4990","2949","5776"
"Pop_AgeGroups","1253000","Orlando","19117","64917","114958","42359","28063","6955","11631","15851","13977","11781","8942","19117","14622","15243","13767","21285","31573","26873","22603","17479","16430","16413","15092","10854","9853","7064","11146"
"Pop_AgeGroups","1239425","Largo","3275","15790","24366","17927","21075","1535","2234","2683","2421","2765","2017","3275","4105","4151","3193","4341","5657","4859","4803","4016","5031","5984","6192","5751","6394","4894","9787"
"Pop_AgeGroups","1212875","Clearwater","6181","22825","35722","23946","24120","2780","3156","4175","3335","3392","3551","6181","5834","5203","5783","6005","8078","6364","6843","7161","7276","8304","7964","7678","7043","5348","11729"
"Pop_AgeGroups","1263000","St. Petersburg","12417","55989","85314","57063","45248","6818","8169","9754","9225","7415","8117","12417","12506","13140","13375","16968","18503","18110","15006","15942","17753","19887","19810","17366","14451","10206","20591"
"Pop_AgeGroups","1271000","Tampa","22966","98086","134776","67379","44880","13904","14893","16728","14583","13192","12023","22966","22260","21494","26273","28059","32493","27662","25115","24155","25351","25461","22361","19557","15837","10821","18222"
"Pop_AgeGroups","1238250","Lakeland","5721","26115","30639","18867","22823","3378","4511","3527","3219","3232","2948","5721","5801","5812","6812","7690","6560","6292","5690","6159","5938","6112","6326","6429","6710","4979","11134"
"Pop_AgeGroups","1210275","Cape Coral","7816","38412","50918","38538","37995","5601","3593","5106","4457","4398","5938","7816","9152","10998","10253","8009","9359","8888","8773","11158","12740","12717","12357","13464","12416","9744","15835"
"Pop_AgeGroups","1254000","Palm Bay","6493","26932","32585","23443","18349","3478","3007","3462","3514","3010","3131","6493","6707","6313","7426","6486","7271","6615","5997","6216","6486","7278","8630","7535","6558","4080","7711"
"Pop_AgeGroups","1243975","Melbourne","4253","16563","23183","17866","17775","1699","2479","3250","2321","2111","1841","4253","3129","3565","4313","5556","6189","4465","4354","3560","4615","6368","6051","5447","5519","3935","8321"
"Pop_AgeGroups","1258715","Port St. Lucie","8661","45136","55793","35161","34027","5546","4956","4199","5742","5975","5867","8661","11814","12099","11223","10000","9806","10847","10840","12203","12097","12613","11693","10855","10121","9030","14876"
"Pop_AgeGroups","1257425","Plantation","5889","19842","32916","19462","14017","2192","2740","4170","3524","3104","3016","5889","5964","4334","4363","5181","7366","7348","5999","5574","6629","7019","6221","6222","5243","2950","5824"
"Pop_AgeGroups","1232000","Hollywood","8757","32584","51644","31816","24949","3522","4274","4346","5130","4949","5722","8757","8240","7637","7730","8977","9333","10084","9830","11204","11193","11981","10455","9380","7747","5978","11224"
"Pop_AgeGroups","1207300","Boca Raton","3107","21410","26022","20304","23121","3410","3190","2464","1920","2447","2425","3107","4207","4969","6693","5541","5268","4023","5376","4688","6667","6580","7098","6626","7140","5218","10763"
"Pop_AgeGroups","1255775","Pembroke Pines","9060","40768","56745","32503","27454","4716","5156","5767","6511","5398","5987","9060","8488","11049","10543","10688","10232","12293","10565","11283","12372","12441","10708","9354","7410","6314","13730"
"Pop_AgeGroups","1245975","Miramar","8317","37723","51965","25372","13038","4435","4760","4769","4763","5516","6065","8317","9472","9342","9428","9481","10038","9099","11186","10944","10698","10345","8837","6190","4599","3374","5065"
"Pop_AgeGroups","1216475","Davie","5318","26886","36686","20178","12475","3588","3662","4475","3602","3357","3560","5318","5820","6398","6855","7813","8159","7262","6173","6973","8119","8453","6492","5233","4740","2883","4852"
"Pop_AgeGroups","1230000","Hialeah","11352","48879","80983","48726","47583","6412","6755","7643","6514","7490","9205","11352","10737","11398","12899","13845","15652","13538","14561","17731","19501","21210","14263","13253","12111","11188","24284"
"Pop_AgeGroups","1245060","Miami Gardens","6659","31790","39208","21486","14044","3955","4697","4231","4906","4281","3455","6659","7534","7025","7542","9689","8644","8508","7475","6756","7825","7165","7891","6430","4603","3319","6122"
"Pop_AgeGroups","1245025","Miami Beach","4807","14383","38932","19123","14942","1402","2084","3217","4053","3422","3167","4807","3646","3357","2937","4443","7413","8732","7917","7380","7490","7915","5766","5442","4309","3248","7385"
"Pop_AgeGroups","1245000","Miami","27322","87765","172403","82105","73412","9355","13866","18184","18088","15820","14966","27322","20023","19926","19686","28130","35496","37423","33745","33326","32413","31133","27024","23948","20037","17990","35385"
"Pop_AgeGroups","1269700","Sunrise","6085","22407","31597","17565","14618","2966","3128","3212","3731","3510","3234","6085","5499","5327","5389","6192","6391","6889","6595","5756","5966","6290","6115","5160","4520","3045","7053"
"Pop_AgeGroups","1276600","West Palm Beach","5947","24715","36671","19722","19750","2888","3878","4651","3520","3382","3570","5947","5736","5326","5731","7922","9509","7010","6955","6791","6406","6656","6897","6169","6378","4319","9053"
"Pop_AgeGroups","1207875","Boynton Beach","4272","14973","25234","14447","15557","1439","2525","3345","2722","2506","2564","4272","3804","3298","3147","4724","5402","5496","4709","4571","5056","5169","4818","4460","3383","3405","8769"
"Pop_AgeGroups","1239550","Lauderhill","5266","19962","22759","13278","9698","2622","2782","2493","2723","2399","2678","5266","5059","4648","5312","4943","4829","4704","4764","4263","4199","5101","4405","3772","2952","2351","4395"
"Pop_AgeGroups","1224000","Fort Lauderdale","9221","34751","63140","40520","29543","4276","4024","6776","6792","5567","5051","9221","8868","8748","8557","8578","14334","13777","12164","10560","12305","14088","13674","12758","10283","7337","11923"
"Pop_AgeGroups","1216725","Deerfield Beach","4445","16974","25530","14983","17536","1715","2455","3026","2375","1978","2908","4445","4315","4132","3577","4950","5435","5424","4716","5323","4632","4641","5687","4655","4663","3905","8968"
"Pop_AgeGroups","1214400","Coral Springs","8542","37360","45098","25476","13634","4862","4052","3961","4493","4993","5343","8542","8585","9728","10009","9038","7876","8319","9408","9618","9877","9861","9063","6552","5595","3547","4492"
"Pop_AgeGroups","1258050","Pompano Beach","6116","23161","34916","22956","20393","2653","3039","3547","3417","2943","2783","6116","5473","5837","5320","6531","7702","7610","6606","6455","6543","8401","7800","6755","5137","4371","10885"
"Pop_AgeGroups","1369000","Savannah","9484","43395","49165","24490","18560","6157","8042","7038","5914","4388","3639","9484","8640","8045","11299","15411","14194","11544","8933","7513","6981","8748","8714","7028","5999","4417","8144"
"Pop_AgeGroups","1304204","Augusta","13775","55769","65406","36831","25118","6067","8140","8998","7017","6582","5178","13775","13262","11932","13327","17248","17899","13937","12133","10447","10990","12467","12311","12053","9056","5917","10145"
"Pop_AgeGroups","1301052","Albany","5248","23365","23197","13117","9965","3047","3727","2835","2741","2643","2183","5248","4950","5725","5861","6829","5391","4922","4642","4258","3984","4547","4107","4463","3467","2362","4136"
"Pop_AgeGroups","1380508","Warner Robins","5816","21411","27471","11867","7558","2102","2825","3240","3603","2729","2621","5816","5913","5876","4361","5261","6334","6905","5328","4430","4474","4220","3813","3834","2329","1862","3367"
"Pop_AgeGroups","1303440","Athens","6779","48291","39340","15846","12036","8505","11040","5949","4296","3525","3320","6779","5804","5728","14038","22721","11518","8766","7305","6189","5562","5160","5691","4995","4271","2879","4886"
"Pop_AgeGroups","1342425","Johns Creek","4426","24151","28607","18436","7777","3176","1843","1528","1945","3427","3742","4426","6632","7521","6154","3844","3172","3744","5995","7516","8180","6943","6495","4998","3419","1972","2386"
"Pop_AgeGroups","1368516","Sandy Springs","6249","23196","43033","18583","12642","2566","3234","5303","5307","4921","3631","6249","5712","5861","5317","6306","10444","10018","8719","6942","6910","6540","6276","5767","4614","2750","5278"
"Pop_AgeGroups","1367284","Roswell","6981","23304","33587","19478","10889","2833","1822","3142","3731","3239","3414","6981","6468","6262","6552","4022","6085","6881","6859","6877","6885","7482","6565","5431","4090","2601","4198"
"Pop_AgeGroups","1304000","Atlanta","26852","123745","190213","72007","52413","15382","22767","26205","21887","17758","14989","26852","25703","22895","30003","45144","50718","44047","35094","31043","29311","27291","23698","21018","17372","14260","20781"
"Pop_AgeGroups","1319000","Columbus","14793","55972","68647","34968","24267","6224","7244","8342","7399","6425","6167","14793","13290","13614","13307","15761","17298","15154","12746","12040","11409","12344","12408","10216","7921","5862","10484"
"Pop_AgeGroups","1656260","Nampa","6962","29431","29494","13000","10689","3495","3394","3271","3266","3438","2505","6962","7328","8051","7573","6479","6571","6450","6476","5318","4679","4672","4833","3495","3428","3075","4186"
"Pop_AgeGroups","1652120","Meridian","7014","25777","31994","16070","11062","2598","1939","2825","3511","3345","3263","7014","7648","7595","6371","4163","5676","6459","6567","6394","6898","5891","5546","4633","3705","3336","4021"
"Pop_AgeGroups","1608830","Boise City","12740","60484","77908","40876","28851","7719","8813","8651","7900","8103","7031","12740","13745","14084","14985","17670","17751","16288","16173","14026","13670","14001","14169","12706","10495","6738","11618"
"Pop_AgeGroups","1779293","Waukegan","6604","28455","30959","14121","7860","3368","3913","3208","2999","3071","3094","6604","7167","6650","6728","7910","6824","6688","5990","6093","5364","5220","4428","4473","2646","2289","2925"
"Pop_AgeGroups","1714000","Chicago","178480","690185","1081646","454773","317502","82292","108324","142862","128053","100788","88551","178480","160578","155324","162764","211519","280362","253712","203462","176996","167114","162456","156527","135790","104314","77805","135383"
"Pop_AgeGroups","1751622","Naperville","8656","41664","48099","31126","16886","5291","4385","3517","4372","5186","5575","8656","10538","11228","11356","8542","7176","8553","9573","11194","11603","11980","10532","8614","6373","3856","6657"
"Pop_AgeGroups","1714351","Cicero","6504","29303","30496","11418","6014","3284","3859","3448","3227","2862","2833","6504","7725","7242","6693","7643","7004","6595","5855","5734","5308","4519","3777","3122","2049","1597","2368"
"Pop_AgeGroups","1703012","Aurora","14809","64379","74156","30745","16857","7138","6862","6773","7254","8872","7273","14809","17563","17593","14762","14461","13320","14322","17095","16070","13349","12429","10232","8084","6387","4350","6120"
"Pop_AgeGroups","1723074","Elgin","9419","32385","39398","18917","12509","3998","3735","3349","4208","3919","3612","9419","7891","7790","8846","7858","7777","8513","8301","7189","7618","7137","6058","5722","4344","3292","4873"
"Pop_AgeGroups","1768003","Schaumburg","4737","14697","28714","15142","11137","1663","1733","3103","3585","2858","2243","4737","4574","3612","3277","3234","6342","7013","6221","4722","4416","5465","4926","4751","3830","2938","4369"
"Pop_AgeGroups","1757225","Palatine","4594","16307","25692","13784","8722","1952","1502","2454","3071","2292","2247","4594","4662","4345","4231","3069","5028","6073","4732","4728","5131","4986","4559","4239","3033","2110","3579"
"Pop_AgeGroups","1702154","Arlington Heights","4110","16102","24056","16983","14660","1965","1325","2171","2423","2368","2685","4110","4514","4564","4127","2897","4166","4708","4707","5199","5276","5649","5826","5508","4357","2978","7325"
"Pop_AgeGroups","1724582","Evanston","4106","23158","24175","13299","10819","3494","4182","2435","2405","2521","2564","4106","4250","4202","6803","7903","5223","4398","4780","5107","4667","4319","4540","4440","3395","2736","4688"
"Pop_AgeGroups","1707133","Bolingbrook","4799","22458","26905","14166","6220","2828","2090","2658","2741","2807","3004","4799","5823","5885","6069","4681","4915","5060","5626","5893","5411","5681","4598","3887","2716","1558","1946"
"Pop_AgeGroups","1738570","Joliet","9723","47211","53845","23113","14280","6339","4924","4892","5123","6028","5668","9723","12109","12710","12025","10367","9974","10382","11208","11557","10724","9526","7238","6349","4651","3227","6402"
"Pop_AgeGroups","1712385","Champaign","4714","34646","26757","11986","7607","3914","8213","3887","2835","2599","1700","4714","4132","3691","8499","18324","8115","5913","5519","3288","3922","4125","3997","3864","2331","1730","3546"
"Pop_AgeGroups","1765000","Rockford","10871","40429","46376","27621","23343","4643","4944","5220","5314","4135","4671","10871","10478","10165","9887","9899","10435","10005","8412","8832","8692","9318","9283","9020","6947","5257","11139"
"Pop_AgeGroups","1718823","Decatur","5071","18721","21447","14783","13483","2386","2850","2794","2471","1783","2292","5071","4502","3873","4841","5505","5069","4885","3659","4027","3807","4668","5309","4806","4296","2904","6283"
"Pop_AgeGroups","1706613","Bloomington","5361","22335","27299","14473","8958","2690","3981","3002","3065","2803","2238","5361","5242","4232","5480","7381","5806","6563","5708","4596","4626","5231","5057","4185","3043","1914","4001"
"Pop_AgeGroups","1759000","Peoria","8773","32621","37394","20136","16500","3929","4731","4487","4205","3843","3186","8773","7803","8069","7609","9140","8877","8406","7751","5860","6500","6692","6923","6521","5317","3777","7406"
"Pop_AgeGroups","1772000","Springfield","7099","29728","36544","24211","18731","3631","4083","4325","4051","3070","3819","7099","7259","6907","7480","8082","8049","8041","6458","7032","6964","8043","8716","7452","6153","4300","8278"
"Pop_AgeGroups","1825000","Fort Wayne","18839","75100","85519","47900","35092","8745","9829","10286","9003","8359","7958","18839","19034","18626","17517","19923","19963","17743","16585","15768","15460","16502","16880","14518","12495","8140","14457"
"Pop_AgeGroups","1823278","Fishers","6631","25700","34242","14020","6964","3043","1797","2070","3784","4068","3800","6631","7922","8134","5880","3764","4198","6881","7746","7422","7995","6443","4306","3271","2650","1667","2647"
"Pop_AgeGroups","1810342","Carmel","5154","24907","28549","18596","11389","3390","1921","2249","2394","3377","3543","5154","6808","7253","6852","3994","4093","4745","6089","6773","6849","6774","6679","5143","4126","2635","4628"
"Pop_AgeGroups","1836003","Indianapolis","63014","231806","303823","156425","98363","26568","32783","39737","34043","29359","26686","63014","59126","56010","53164","63506","75860","66499","57405","52434","51625","55733","54504","46188","34277","22194","41892"
"Pop_AgeGroups","1851876","Muncie","3363","27499","17751","11001","9623","4332","6980","2351","1723","1554","1565","3363","3024","3183","7454","13838","4719","3295","2747","3453","3537","3503","3725","3773","3071","2310","4242"
"Pop_AgeGroups","1822000","Evansville","7654","30111","39617","23883","18541","3464","4750","5331","4289","3470","3595","7654","7636","6578","6853","9044","10367","8486","6964","7122","6678","8381","8181","7321","5893","3890","8758"
"Pop_AgeGroups","1805860","Bloomington","2898","41916","23332","8219","7271","6603","11816","3772","2376","1780","1541","2898","2662","2191","12775","24288","7895","5281","3914","3166","3076","2620","3005","2594","2331","1613","3327"
"Pop_AgeGroups","1840788","Lafayette","5362","19578","26009","12081","9144","1880","3794","4119","2771","2125","1866","5362","4607","3893","3205","7873","8200","5632","4603","3727","3847","4393","3937","3751","3134","2072","3938"
"Pop_AgeGroups","1831000","Hammond","5494","23802","25612","14321","8598","2737","3372","2880","2383","2500","2662","5494","5650","5520","6209","6423","5708","4896","4846","5186","4976","5243","4751","4327","2835","2162","3601"
"Pop_AgeGroups","1827000","Gary","5712","20944","21459","15992","13309","2683","2715","2091","2411","2510","2484","5712","5145","5310","5368","5121","4195","4302","4683","4178","4101","4942","5639","5411","4159","3375","5775"
"Pop_AgeGroups","1871000","South Bend","7732","29930","34028","17436","12802","3436","3633","4244","3796","3214","3102","7732","7661","7594","6977","7698","7986","7917","6222","5822","6081","5825","5772","5839","4216","2526","6060"
"Pop_AgeGroups","1912000","Cedar Rapids","8972","35277","43346","24078","18657","4295","5215","5046","4513","4623","3769","8972","7652","8153","8805","10667","9836","9375","9033","7524","7578","8368","8159","7551","5654","4237","8766"
"Pop_AgeGroups","1938595","Iowa City","3636","31706","22373","8996","6704","4761","8281","2856","2509","1927","1496","3636","3459","2817","8974","16456","6842","5056","4304","2970","3201","3065","3019","2912","2138","1435","3131"
"Pop_AgeGroups","1919000","Davenport","7073","27314","33961","19415","14505","3299","3868","4145","3797","3097","2773","7073","6650","6357","6705","7602","8178","7509","6407","5633","6234","6783","6322","6310","4510","3322","6673"
"Pop_AgeGroups","1982425","Waterloo","4605","18388","21699","13017","10437","1988","2383","2560","2276","2279","1907","4605","4694","4332","3958","5404","4827","4838","4542","3579","3913","4261","4424","4332","3094","2521","4822"
"Pop_AgeGroups","1921000","Des Moines","15586","59615","76762","37773","25042","7008","8254","9608","7841","7306","6786","15586","15195","13981","14025","16414","19316","16159","14579","13439","13269","12946","13538","11289","8953","5432","10657"
"Pop_AgeGroups","1973335","Sioux City","6511","24067","25915","14939","11136","3031","3121","2755","2838","2450","2463","6511","6027","5640","6012","6388","5700","5737","5125","4750","4603","5274","4848","4817","3669","2389","5078"
"Pop_AgeGroups","2036000","Kansas City","12782","43428","50658","26966","17208","4930","5222","5736","5620","4957","4511","12782","11691","11718","9830","10189","11504","11404","10269","8898","8583","9271","9504","8191","5801","4214","7193"
"Pop_AgeGroups","2038900","Lawrence","4861","37730","29515","12506","9342","4804","9577","4017","3168","2632","2189","4861","4820","4205","8887","19818","8770","6591","5695","4193","4266","4248","4384","3874","3061","2396","3885"
"Pop_AgeGroups","2053775","Overland Park","10885","47488","64106","36951","26717","5652","5471","6349","6877","6232","6009","10885","12095","12461","11727","11205","13312","14298","12221","11744","12531","13435","12294","11222","8459","6365","11893"
"Pop_AgeGroups","2052575","Olathe","9995","39973","48186","22715","13499","4509","3448","4183","5185","5070","5262","9995","11229","11325","9888","7531","7961","9993","10336","10396","9500","8878","7486","6351","5050","3595","4854"
"Pop_AgeGroups","2071000","Topeka","9122","32830","39952","24567","20668","3782","4613","4660","4425","3891","3542","9122","8268","7592","7961","9009","9106","8768","7583","7116","7379","8258","8103","8206","6493","4604","9571"
"Pop_AgeGroups","2079000","Wichita","29779","109273","126807","72208","50987","12487","14424","14784","14232","11962","10755","29779","28863","26295","24821","29294","29679","28381","24264","21824","22659","24619","24970","22619","17158","11897","21932"
"Pop_AgeGroups","2146027","Lexington","19629","91621","109755","55661","38443","10788","16908","12482","11686","10781","9584","19629","18649","17936","21372","33664","25480","23888","21551","19887","18949","19643","19226","16792","13977","8758","15708"
"Pop_AgeGroups","2148006","Louisville","40432","157624","206825","123693","86904","18435","21172","23648","22381","19507","19582","40432","38791","38436","37968","42429","46757","44007","38418","38111","39532","42487","43882","37324","29359","20157","37388"
"Pop_AgeGroups","2241155","Lake Charles","5214","20715","23867","13965","11433","2381","3251","3167","2827","2182","2004","5214","4208","5403","4510","6594","6411","5293","4259","4028","3876","4954","4792","4219","3574","2532","5327"
"Pop_AgeGroups","2240735","Lafayette","7068","36323","41633","24903","16549","4472","6263","5307","4493","3400","3384","7068","7677","7553","8725","12368","11472","8913","7820","6140","7288","8526","8138","8239","5713","3648","7188"
"Pop_AgeGroups","2205000","Baton Rouge","15035","75785","69809","37404","29516","8999","16160","8582","8287","6396","6048","15035","13913","12332","17195","32345","19011","16304","12345","10947","11202","12360","13720","11324","9736","7122","12658"
"Pop_AgeGroups","2239475","Kenner","4063","17267","21907","13676","10340","1869","2242","2528","2499","2076","2174","4063","4171","4741","3959","4396","4949","5118","3883","3916","4041","4457","4490","4729","3812","2851","3677"
"Pop_AgeGroups","2255000","New Orleans","23322","93290","145140","76421","50009","11024","14654","20003","17885","13317","12357","23322","23287","20145","21718","28140","37393","34469","26055","23742","23481","25438","26374","24609","18252","11978","19779"
"Pop_AgeGroups","2270000","Shreveport","14390","52945","64317","35994","28571","6458","7353","8188","7512","5959","6176","14390","13308","12898","12847","13892","15764","14229","11784","11642","10898","12083","12769","11142","9013","6928","12630"
"Pop_AgeGroups","2360545","Portland","3555","14904","26632","12492","9132","1670","2857","3783","2653","2217","2008","3555","2975","2775","3010","6144","7877","5978","4578","3890","4309","4379","4529","3584","2832","2184","4116"
"Pop_AgeGroups","2404000","Baltimore","40779","153782","227711","118259","79265","18550","24959","32704","27914","21434","17580","40779","36018","33718","36299","47747","62299","53244","41601","33337","37230","41377","40431","36451","27212","18700","33353"
"Pop_AgeGroups","2537000","Lowell","7662","32433","39435","19744","11690","3545","4576","4749","4229","3343","3872","7662","6938","6658","8341","10496","9749","8658","7002","6947","7079","7367","6730","5647","3778","2910","5002"
"Pop_AgeGroups","2537490","Lynn","7305","25243","32984","16877","10660","2807","3590","3955","3222","3488","2764","7305","6553","5540","6022","7128","7850","6933","6659","5880","5662","6162","6024","4691","3612","2461","4587"
"Pop_AgeGroups","2534550","Lawrence","6038","24990","28154","12488","7827","3082","3491","3130","2753","2806","2593","6038","5113","6265","6172","7440","6957","5918","5391","4858","5030","4514","4160","3814","2813","1639","3375"
"Pop_AgeGroups","2562535","Somerville","3291","16988","41409","10687","7608","1854","4436","8048","5283","2761","2356","3291","2109","2280","3465","9134","15955","10652","6318","5001","3483","3971","3423","3293","2812","1646","3150"
"Pop_AgeGroups","2511000","Cambridge","4496","31907","48885","13092","12513","5026","7662","8631","6312","3940","2645","4496","3630","3226","9363","15688","17685","12877","8039","5245","5039","4250","4352","4490","4170","3138","5205"
"Pop_AgeGroups","2567000","Springfield","10303","49633","48958","27206","18513","6069","7051","5589","5708","5122","5309","10303","10643","11935","12886","14169","10880","10636","9071","9449","8922","9775","9225","8206","6149","4446","7918"
"Pop_AgeGroups","2582000","Worcester","10612","53845","63316","33191","23779","7692","9741","7925","6997","5376","5457","10612","9477","10041","15747","18580","15913","14235","10572","10750","11846","12130","11206","9855","6950","5213","11616"
"Pop_AgeGroups","2555745","Quincy","5353","17583","37275","19303","14310","2057","3218","4906","4186","3293","2931","5353","3907","3135","4445","6096","10026","8185","6624","6106","6334","7024","6387","5892","4557","3424","6329"
"Pop_AgeGroups","2509000","Brockton","6787","26614","31551","18170","12039","2942","3636","3386","3771","3680","2695","6787","6664","6814","6411","6725","6718","6580","6730","5405","6118","6277","6326","5567","4208","2716","5115"
"Pop_AgeGroups","2507000","Boston","34878","177167","279814","103705","73594","25492","37129","46533","34082","23577","19068","34878","28550","27709","48742","72166","92043","67046","45349","38282","37094","37043","35662","31000","23460","18178","31956"
"Pop_AgeGroups","2545560","Newton","4293","26498","25355","17459","14874","4479","3308","1959","2135","2480","3189","4293","5536","6030","8761","6171","3937","4133","4447","6041","6797","6273","5590","5596","5231","3082","6561"
"Pop_AgeGroups","2545000","New Bedford","5896","24209","32495","18159","14366","2711","3550","3933","3882","2499","3067","5896","6139","5328","5855","6887","7378","7233","5460","5985","6439","6380","6405","5374","4188","3160","7018"
"Pop_AgeGroups","2523000","Fall River","5803","21377","29976","17500","14602","2290","3714","3260","2900","2688","3462","5803","5233","4591","4626","6927","6467","5859","5751","6036","5863","6722","6054","4724","4245","3589","6768"
"Pop_AgeGroups","2684000","Warren","8409","33859","44033","27809","21037","4243","4691","4958","4303","3964","4381","8409","8277","8031","8384","9167","9953","8240","7880","8101","9859","10072","9530","8207","6312","4423","10302"
"Pop_AgeGroups","2676460","Sterling Heights","7043","31597","42837","27481","23038","3765","4311","4119","4299","3851","4330","7043","6797","7878","7707","9215","9278","8907","7636","8446","8570","9833","9553","8095","7329","5729","9980"
"Pop_AgeGroups","2629000","Flint","7431","28386","30118","19857","12018","3946","3708","3839","3335","3016","2912","7431","6818","6576","7371","7621","7110","6016","5767","5667","5558","7265","6927","5665","4127","2901","4990"
"Pop_AgeGroups","2649000","Livonia","4502","20450","27740","23712","18304","2497","2561","2811","2745","2705","2482","4502","4381","5489","5268","5312","5687","5578","5327","4931","6217","7901","8390","7421","5699","4083","8522"
"Pop_AgeGroups","2627440","Farmington Hills","4013","17670","25916","18223","15413","1976","1978","2900","2740","2383","2633","4013","4396","4489","4484","4301","5261","5073","5004","4980","5598","6387","6448","5388","4820","3813","6780"
"Pop_AgeGroups","2669035","Rochester Hills","3812","18371","23082","16018","12175","2339","1758","1843","2057","2357","2813","3812","4985","4580","5025","3781","3910","4199","4625","5433","4915","5554","5240","5224","4038","3202","4935"
"Pop_AgeGroups","2622000","Detroit","49879","196794","216798","127458","88936","24102","29351","28284","20759","21201","22078","49879","45381","47097","47713","56603","54650","40530","39634","40842","41142","42385","45105","39968","30864","20632","37440"
"Pop_AgeGroups","2680700","Troy","4048","20687","26565","18496","13540","2582","2061","1984","2536","2755","2870","4048","4921","5531","5565","4670","4247","4996","5369","5598","6355","6830","6237","5429","4819","3260","5461"
"Pop_AgeGroups","2674900","Southfield","3508","17254","23121","15420","13925","2051","2479","2777","2311","2272","2737","3508","3907","4195","4237","4915","5305","4206","4153","4793","4664","4763","5248","5409","4360","3412","6153"
"Pop_AgeGroups","2603000","Ann Arbor","4846","48741","36130","16059","13527","7374","12259","5388","3923","3061","2657","4846","4615","3929","13962","26235","11621","8288","6306","5038","4877","5543","5086","5430","4569","3235","5723"
"Pop_AgeGroups","2686000","Westland","4737","18794","27896","17350","13395","2312","3210","3287","3146","2643","2542","4737","4543","3930","4465","5856","6069","5876","5141","4894","5916","5893","6290","5167","4053","3143","6199"
"Pop_AgeGroups","2621000","Dearborn","7826","30609","29555","15659","11646","3427","3789","3251","3164","2765","2955","7826","7576","8217","7173","7643","6523","5891","5651","5828","5662","5975","5214","4470","3579","2414","5653"
"Pop_AgeGroups","2646000","Lansing","8214","33555","41065","19602","12786","3293","6308","5750","4500","3901","3329","8214","7861","7209","6483","12002","11234","9024","7663","6495","6649","6980","6928","5694","4860","2782","5144"
"Pop_AgeGroups","2688940","Wyoming","5961","20590","26990","13972","7611","2122","2719","3866","2997","2447","2276","5961","5719","4908","4610","5353","7309","5970","4915","4656","4140","5420","4635","3917","2729","1806","3076"
